L2_orth,L2_ipa,L2_gloss,L2_etym,en_ipa
aalgleich,/ˈaːlˌɡlaɪ̯ç/,eellike,,
Aalhaut,/ˈaːlˌhaʊ̯t/,eelskin,,
Aalkorb,/ˈaːlˌkɔʁp/,"eel basket, eelpot",,
Aalleiter,/ˈaːlˌlaɪ̯tɐ/,eel ladder,,
Aalmolch,/ˈaːlˌmɔlç/,"amphiuma, conger eel, congo snake (a genus of aquatic",,
Aalmutter,/ˈaːlˌmʊtɐ/,"viviparous blenny (Zoarces viviparus), eelpout (fish",,
Aalquappe,/ˈaːlˌkvapə/,"burbot (Lota lota), Synonym: Aalrutte, eelpout (Zoarces",,
Aalräucherei,/ˈaːlʁɔɪ̯çəˌʁaɪ̯/,"eel smokehouse, eel smokery",,
Aalraupe,/ˈaːlˌʁaʊ̯pə/,burbot (Lota lota),,
Aalreuse,/ˈaːlˌʁɔɪ̯zə/,"eel basket, eelpot, eel trap, eelbuck",,
Aalspeer,/ˈaːlˌʃpeːɐ̯/,eelspear,,
Aalstechen,/ˈaːlˌʃtɛçn̩/,eel spearing,,
Aalstrich,/ˈaːlˌʃtʁɪç/,(zoology) dorsal stripe,,
Aalsuppe,/ˈaːlˌzʊpə/,eel soup,,
Aaltierchen,/ˈaːlˌtiːɐ̯çən/,(zoology) eelworm,,
Aar,/aːɐ̯/,"(poetic, formal or dated) eagle, 1864, Franz Pfeiffer,",,
Aare,[ˈaːʀə],Aar (a river in Switzerland),,
Aargauer,/ˈaːɐ̯ˌɡaʊ̯ɐ/,"Aargauer (a native or inhabitant of Aargau, Switzerland)",,
Aaron,[ˈʔaːʀɔn],(biblical characters) Aaron,,
aasen,/ˈaːzən/,to feed on carrion,,
Aaser,/ˈaːzɐ/,"(hunting, Southern Germany) gamebag, hunting bag, Synonym:",,
Aasfliege,[ˈaːsˌfliːɡə],"blowfly, an insect of the family Calliphoridae",,
aasfressend,/ˈaːsˌfʁɛsn̩t/,scavenging; carrion-eating,,
Aasfresser,/ˈaːsˌfʁɛsɐ/,scavenger (an animal that feeds on carrion),,
aasig,/ˈaːzɪç/,"putrid, disgusting",,
aasig,/ˈaːzɪç/,very,,
Aasjäger,/ˈaːsˌjɛːɡɐ/,(hunting) pothunter (male or of unspecified sex),,
Aasjägerei,/ˈaːsjɛːɡəˌʁaɪ̯/,(hunting) pothunting,,
Aaskäfer,/ˈaːsˌkɛːfɐ/,carrion beetle,,
Aaß,-aːs,Obsolete spelling of Aas,,
Aasseite,/ˈaːsˌzaɪ̯tə/,(tannery) flesh side,,
Aasvogel,/ˈaːsfoːɡl̩/,"bird feeding on carrion, (figuratively) vulture, a",,
ab,/ap/,"Beginning at that time or location; from., Ab heute",,
ab,/ap/,"(colloquial, predicative) off; not attached to anything",,
ab,/ap/,"(colloquial, predicative) off; not attached to anything",,
ab-,/ap/,"Separable verb prefix that indicates removal or quitting,",ab,ˈæb
Abakus,[ˈabakʊs],"abacus (table with balls on wires or counters in groves,",,
Abalienation,/ˌapˌʔali̯enaˈt͡si̯oːn/,"abalienation, alienation, estrangement, disposal, sale",,
abänderbar,/ˈapˌɛndəʁˌbaːʁ/,alterable,,
Abänderer,/ˈap.ɛndɐʁɐ/,agent noun of abändern: Someone who or something that,,
abändern,[ˈʔapʔɛndɐn],"(transitive) to change, to alter, (transitive) to revise,",,
Abändern,/ˈap.ɛndɐn/,gerund of abändern,,
abandonnieren,[abandɔnˈiːʁən],"(rare) to abandon, to abandon ship",,
abarbeiten,/ˈabˌaʁbaɪ̯tən/,"to work off (a debt, the items on a to-do list, etc);",,
Abart,[ˈapʔaːʁtʰ],"subspecies, subkind, subvariety; a kind which deviates",,
abarten,[ˈapˌʔaːɐ̯tn̩],"(dated, intransitive) to deviate, to degenerate",,
abartig,/ˈapaʁtɪç/,"deviant, abnormal, sexually deviant",,
Abartigkeit,[ˈapˌaːɐ̯tɪçkaɪ̯t],"deviance, abnormality, sexual deviance",,
Abartung,/ˈapʔaːɐ̯tʊŋ/,a deviation or degeneration from something's normal state,,
abäschern,/ˈapˌʔɛʃɐn/,"(transitive) to rub off with ash, (reflexive) to work",,
Abasie,[abaˈziː],abasia (incapacity to walk),,
abätzen,[ˈʔɛtsn̩],to clean or remove with etchants,,
abaxial,/apʔaˈksi̯aːl/,abaxial,,
Abbaggerung,/ˈapbaɡəʀʊŋ/,"removal or excavation with the help of an excavator,",,
abballern,[ˈapˌbalɐn],"(colloquial, transitive) to shoot dead",,
Abbau,[ˈapˌbaʊ̯],"dismantling, demolition
Synonyms: Beseitigung, Rückbau",,
abbaubar,/ˈapbaʊ̯baːʁ/,"degradable, biologisch abbaubar ― biodegradable, demountable",,
Abbaubarkeit,/ˈapbaʊ̯baːɐ̯ˌkaɪ̯t/,degradability,,
Abbauen,[ˈʔapbaʊ̯ən],gerund of abbauen,,
Abbauen,[ˈʔapbaʊ̯ən],dative plural of Abbau,,
abbauen,[ˈʔapbaʊ̯ən],"to dismantle, (mining) to mine, to reduce, to degrade",,
Abbauprodukt,/ˈapbaʊ̯prodʊkt/,"(chemistry, biology) product of the decomposition of a long-chain molecule",,
abbehalten,[ˈapbəˌhaltn̩],"(clothing, transitive) to keep off",,
abbeißen,/ˈapˌbaɪ̯sn̩/,"to bite off, Sie biss ein kleines Stück vom Apfel ab.",,
abbekommen,/ˈʔapbəkɔmən/,"to get a share of something (pleasant or unpleasant),",,
abberufen,[ˈapbəˌʁuːfən],"(transitive) to withdraw, (transitive) to recall",,
Abberufung,/ˈapbəˈʁuːfʊŋ/,"dismissal, revocation",,
abbestellen,/ˈabəˌʃtɛlən/,"to cancel a subscription, Ich werde die Zeitung abbestellen.",,
Abbestellung,/ˈapbəˌʃtɛlʊŋ/,cancellation,,
abbezahlen,/ˈabəˌtsaːlən/,to pay off,,
Abbezahlung,/ˈapbəˌt͡saːlʊŋ/,repayment,,
abbiegen,[ˈapbiːɡn],"(intransitive, auxiliary sein) to turn, to turn off,",,
Abbiegung,/ˈapˌbiːɡʊŋ/,bend,,
Abbild,[ˈapˌbɪlt],"image, reflection, image, picture, portrayal",,
abbilden,/ˈap.bɪl.dən/,"to portray, to depict, to picture, to map, to outline",,
Abbildung,/ˈap.bɪl.dʊŋ/,"depiction, image, figure, picture, illustration, mapping",,
Abbildungstechnologie,/ˈap.bɪl.dʊŋs.tɛç.no.loˌɡiː/,(digital) imaging technology,,
abbinden,/ˈʔapˌbɪndn̩/,"(transitive) to untie, undo, (transitive) to lace,",,
abbitten,/ˈapˌbɪtn̩/,to ask for pardon for,,
abblasen,/ˈapˌblaːzn̩/,"(transitive) to call off (performance, party)",,
abblättern,/ˈʔapˌblɛtɐn/,"(intransitive) to chip off, to peel off, to flake off",,
abbleiben,/ˈapˌblaɪ̯bn̩/,"to be located (in an unknown place), Wo bist du abgeblieben?Where",,
Abblendlicht,/ˈapblɛntlɪçt/,"anti-dazzle light, low-beam, dimmed light",,
abblitzen,/ˈapˌblɪt͡sən/,"(archaic, firearms) to misfire, (by extension, colloquial)",,
Abblitzen,/ˈapˌblɪt͡sən/,gerund of abblitzen,,
abblocken,/ˈaˌblɔkən/,(sports) to block,,
abbrechen,[ˈʔapˌbʁɛçn̩],"(transitive, auxiliary haben) to break off (remove",,
Abbrecher,/ˈapˌbʁɛçɐ/,"dropout, demolition company, demolition worker",,
abbremsen,/ˈaˌbʁɛmzən/,"(intransitive) to slow down, decelerate",,
abbrennen,/ˈabʁɛnən/,"(transitive, auxiliary haben) to set fire to, to destroy",,
Abbrennen,/ˈapˌbʁɛnən/,gerund of abbrennen,,
Abbreviation,/abʁevi̯aˈt͡si̯oːn/,abbreviation,,
Abbreviatur,/abʁevi̯aˈtuːɐ̯/,abbreviation,,
abbröckeln,[ˈʔapˌbʁœkəln],"to crumble away, to flake off, (finance) to decline",,
Abbruch,/ˈapbʁʊχ/,"demolition, termination, discontinuation, (computing",,
Abbruchbirne,/ˈapbʁʊxˌbɪʁnə/,"wrecking ball, Synonym: Abrissbirne",,
Abbruchkante,/ˈapbʁʊxˌkantə/,"escarpment, Synonyms: Böschungsoberkante, Geländestufe,",,
abbuchen,/ˈabuːχən/,"to debit, 2010, Der Spiegel, issue 40/2010, page 44:,",,
Abbuchung,[ˈapˌbuːxʊŋ],"debit, direct debit, debiting (procedure), Synonyms:",,
abbügeln,[ˈapˌbyːɡl̩n],"(transitive, idiomatic) to brush off (To disregard",,
Abc-Buch,/ˌaːˌbeːˈt͡seːˌbuːx/,primer (book),,
ABC-Schütze,/ˌaːbeˈtseːˌʃʏtsə/,"(informal, dated in most regions) first-year pupil;",,
ABC-Waffen,[ˌaːˌbeːˈtseːˌvafən],NBC weapons,,
ABC-Waffen-frei,[ˌaːˌbeːˈtseːˌvafənˌfʀaɪ̯],NBC-weapons-free,,
Abchasisch,/apˈχaːzɪʃ/,Abkhaz (a Northwest Caucasian language spoken in Abkhazia),,
abchasisch,/apˈχaːzɪʃ/,Abkhaz (of or pertaining to Abkhazia),,
abchecken,/ˈapˌt͡ʃɛkn̩/,to check out,,
Abdach,[ˈapˌdax],(Northern Germany) canopy,,
abdachen,[ˈapˌdaxn̩],"(reflexive) to slope down, (transitive, often impersonal)",,
abdampfen,/ˈapˌdamp͡fn̩/,"to evaporate off, (of steam-powered vehicles) to depart,",,
abdämpfen,/ˈapˌdɛmpfən/,"to dampen, (music) to mute, especially kettledrums",,
Abdankung,/ˈapˌdaŋkʊŋ/,"resignation, Synonyms: Rücktritt, Verzicht, (obsolete)",,
abdecken,/ˈapˌdɛkən/,"to cover, Ich muss noch die Leiche abdecken. ― Now",,
Abdeckung,/ˈapˌdɛkʊŋ/,"cover, covering, coverage",,
abdestillieren,/ˈapdɛstiˌliːʁən/,to distil off (remove by distillation),,
abdirigieren,/ˈapdiʁiˌɡiːʁən/,to direct away,,
abdrängen,[ˈapˌdʁɛŋən],(transitive) to push away,,
abdrehen,[ˈapdreːən],"(intransitive) to turn, (intransitive, nautical) to",ab-,ˈæb
abdreschen,[ˈapˌdʁɛʃn̩],(transitive) to thresh,,
abdriften,[ˈapˌdʁɪftn̩],(intransitive) to drift off course,,
abdringen,/ˈapˈdʁɪŋən/,"(dated) to obtain by force (e.g. land, money, promises)",,
Abdruck,/ˈapdʁʊk/,"imprint, impression (the mark left behind by pressing",,
Abduktor,/apˈdʊktoːɐ̯/,abductor (muscle),,
abeisen,[ˈɑbaɪ̯zn̩],(Austria) to defrost,,
-abel,/ˈaːbəl/,"-able, -ible, Synonym: -bar",,
Abend,/ˈaːbənt/,"evening; the time from dusk onwards (unlike in English,",ābent,ɐbˈɛnt
Abendblatt,[ˈaːbn̩tˌblat],evening paper,,
Abendbrot,/ˈaːbəntˌbroːt/,"supper, dinner (evening meal), typically consisting",,
abendessen,/ˈaːbəntˌɛsən/,"(southern Germany, Austria) to sup, to have supper",,
Abendessen,/ˈʔaːbəntˌʔɛsən/,"dinner, supper (the evening meal), Synonyms: (regional)",,
Abendkasse,/ˈaːbəntˌkasə/,ticket office (“office where tickets may be purchased,,
Abendkleid,[ˈaːbn̩tˌklaɪ̯t],evening dress,,
Abendland,[ˈaːbn̩tlant],The Western world; Christendom,,
abendlich,/ˈaːbn̩tlɪç/,evening,,
Abendlied,/ˈaːbəntˌliːt/,"evening song, Die Vögel zwitscherten ihr Abendlied.",,
Abendluft,/ˈaːbəntˌlʊft/,evening air,,
Abendmahlzeit,[ˈaːbəntˌmaːlt͡saɪ̯t],evening meal,,
Abendrot,[ˈaːbənd̥ˌroːt],Red color of the (western) sky around the time of sunset,,
abends,/ˈaːbən(t)s/,"in the evening, at night, see Abend;, von morgens bis",,
Abendstern,[ˈaːbn̩tˌʃtɛʁn],(astronomy) evening star; the planet Venus as seen,,
Abendvorstellung,[ˈaːbn̩tˌfoːɐ̯ʃtɛlʊŋ],"evening performance, evening show",,
abendwärts,/ˈaːbn̩tˌvɛʁt͡s/,"(archaic) westwards, 1912, Martin Luther, Lutherbibel",,
Abenteuer,/ˈaːbəntɔʏ̯ɐ/,"adventure, Synonym: (dated) Aventüre",,
abenteuerdurstig,/ˈaːbn̩tɔɪ̯ɐˌdʊʁstɪç/,adventurous,,
abenteuerhungrig,/ˈaːbn̩tɔɪ̯ɐˌhʊŋʁɪç/,adventurous,,
abenteuerlustig,/ˈʔaːbm̩tɔɪ̯ɐˌlʊstɪç/,(inclined to adventure) adventurous,,
Abenteuerreise,/ˈaːbn̩tɔɪ̯ɐˌʁaɪ̯zə/,adventure travel,,
abenteuersüchtig,/ˈaːbn̩tɔɪ̯ɐˌzʏçtɪç/,adventurous,,
aber,/ˈaːbɐ/,"but; however; though, Ich mag keine Orangen, aber ich",,
aber,/ˈaːbɐ/,"(obsolete, except in compounds) again, (qualifier)",,
Aber,/ˈaːbɐ/,an objection,,
Aberglaube,/ˈaːbɐˌɡlaʊ̯bə/,superstition,,
abergläubisch,/ˈʔaːbɐɡlɔɪ̯bɪʃ/,"superstitious, Synonym: abergläubig",,
aberhundert,/ˈaːbɐˌhʊndɐt/,hundredfold,,
aberkennen,[ˈapʔɛɐ̯ˌkɛnən],"to revoke (e.g. a right, a title, an award)",,
aberrant,-ant,aberrant,,
abertausend,/ˈaːbɐˌtaʊ̯zn̩t/,thousandfold,,
Aberwitz,/ˈaːbɐˌvɪt͡s/,ludicrousness,,
aberwitzig,/ˈaːbɐˌvɪtsɪç/,"ludicrous, 2016 October 21,  Yassin Musharbash, Andrea",,
aberwitzig,/ˈaːbɐˌvɪtsɪç/,ludicrously,,
abfackeln,/ˈapˌfakəln/,"(transitive) to burn off, (transitive, informal) to",,
abfahren,[ˈapfaːrən],"(intransitive, auxiliary sein) to depart, to leave,",,
Abfahrt,/ˈapˌfaːrt/,"departure, Fünf Minuten vor Abfahrt des Zuges.Five",,
Abfall,[ˈapfal],"waste, garbage, rubbish, litter, Synonym: Müll, radioaktiver",abfal,ɐbfˈæl
Abfallbehälter,/ˈapfalbəˌhɛltɐ/,"waste receptacle, garbage can, refuse container",,
Abfalleimer,/ˈapfalˌ(ʔ)aɪ̯mɐ/,rubbish bin; dustbin; trash can (small container for,,
abfallen,/ˈʔapfaln̩/,"to fall off, to drop off, (religion) to apostatize,",abfallen,ɐbfˈɔːlən
abfällig,/ˈapˌfɛlɪç/,"derogatory, disparaging
eine abfällige Bemerkung ― a snide remark
Er machte ein paar abfällige und verächtliche Bemerkungen. ― He made some derogatory and disparaging remarks.",,
abfällig,/ˈapˌfɛlɪç/,"disparagingly, pejoratively
sich abfällig äußern über ― to speak disparagingly of
Er äußerte sich abfällig über seinen Lehrer. ― He made some disparaging remarks about his teacher.",,
Abfallkorb,/ˈapfalˌkɔʁp/,"garbage can, recycle bin",,
Abfalltonne,/ˈapfalˌtɔnə/,"garbage can, recycle bin",,
abfangen,/ˈʔapfaŋən/,"to intercept, to pull up, to pull an aircraft out of",,
abfärben,[ˈapˌfɛʁbn̩],"(intransitive, of inks or dyes) to bleed, (intransitive,",,
abfassen,/ˈapˌfasn̩/,"to write down, (cant) to arrest",,
Abfassung,/ˈapˌfasʊŋ/,drafting,,
abfedern,/ˈapˌfeːdəʁn/,to cushion (a blow),,
abfertigen,/ˈapˌfɛʁtiɡən/,to make ready for dispatch,,
Abfertigung,/ˈapˌfɛʁtiɡʊŋ/,"act of finishing, dispatch, clearance, expedition,",,
abfeuern,/ˈʔapfɔɪ̯ɐn/,"to fire off, to fire (a weapon)",,
Abfeuerung,/ˈapˌfɔʏ̯əʁʊŋ/,"discharge, firing (as of a gun)",,
abfiltern,/ˈapˌfɪltɐn/,to filter off (remove by filtration),,
abfinden,/ˈapˌfɪndən/,"(transitive) to pay compensation, (reflexive, + mit)",,
Abfindung,/ˈapˌfɪndʊŋ/,"(money) settlement, compensation",,
abflachen,/ˈapˌflaχən/,"(transitive) to flatten [auxiliary haben], (reflexive)",,
abflaken,/ˈapˌflakən/,to shoot down with antiaircraft fire,,
abflauen,/ˈapˌflaʊ̯ən/,"to calm down, abate",,
abfliegen,/ˈʔapˌfliːɡŋ̩/,"(aviation) to take off (from the ground), to fly away,",,
abfließen,[ˈʔapˌfliːsn̩],to drain,,
Abflug,/ˈʔapfluːk/,"(aviation) take-off, (aviation) departure, Der Abflug",,
Abflugzeit,/ˈapfluːkˌtsaɪ̯t/,"time of departure (of a plane), Antonym: Ankunftszeit",,
Abfluss,/ˈapˌflʊs/,"drain; plughole (especially in the bathroom, also toilet),",,
Abfolge,/ˈapˌfɔlɡə/,succession (sequence arranged in order),,
Abfrage,/ˈʔapˌfʁaːɡə/,query,,
Abfragen,/ˈʔapˌfʁaːɡŋ̩/,gerund of abfragen,,
Abfragen,/ˈʔapˌfʁaːɡŋ̩/,plural of Abfrage,,
Abfräsen,/ˈapˌfʁɛːzən/,gerund of abfräsen,,
abfrühstücken,/ˈapˌfʁyːʃtʏkn̩/,(colloquial) to finish,,
Abfuhr,/ˈapˌfuːɐ̯/,"removal, rebuff",,
abführen,[ˈapˌfyːʁən],"(transitive) to take away (someone in police custody),",,
abführen,[ˈapˌfyːʁən],first/third-person plural dependent subjunctive II,,
abführen,[ˈapˌfyːʁən],first/third-person plural dependent subjunctive II,,
Abführmittel,/ˈapfyːɐ̯mɪtl̩/,laxative (substance with a laxative effect),,
abfüllen,[ˈapˌfʏlən],"to fill up, to bottle, to bag (something into containers),",,
Abgabe,/ˈapˌɡaːbə/,"levy, tax, duty, Synonym: Steuer (general tax), delivery,",,
Abgabeleistung,/ˈʔapɡaːbəˌlaɪ̯stʊŋ/,(electricity) delivery power,,
Abgang,/ˈapˌɡaŋ/,"exit, departure, sale",,
Abgänger,/ˈapˌɡɛŋɐ/,graduate,,
abgängig,/ˈapˌɡɛŋɪç/,missing (especially of people),,
Abgas,[ˈapɡaːs],"emission, exhaust, exhaust gas, waste gas, exhaust",,
Abgassonderuntersuchung,/ˈapɡaːsˌzɔndɐʊntɐzuːxʊŋ/,(historical) exhaust emission test,,
Abgasstrom,/ˈapɡaːsʃtroːm/,exhaust stream,,
abgeändert,/ˈapɡəˌ.ɛndɐt/,past participle of abändern,,
abgeändert,/ˈapɡəˌ.ɛndɐt/,"changed, altered",,
abgeben,[ˈapɡeːbn],"(transitive) to give up, relinquish, let go, concede,",,
abgebrüht,/ˈap.ɡəˌbʁyːt/,"(chiefly derogatory, sometimes commendatory) callous",ab,ˈæb
abgefahren,/ˈʔapɡəfaːɐ̯n/,"(not comparable) just left, recently departed",,
abgefahren,/ˈʔapɡəfaːɐ̯n/,past participle of abfahren,,
abgefeimt,/ˈapɡəˌfaɪ̯mt/,"wicked, malevolent",,
abgefüllt,/ˈʔapɡəfʏlt/,past participle of abfüllen,,
abgefüllt,/ˈʔapɡəfʏlt/,bottled,,
abgehackt,[ˈapɡəhakt],"chopped off, hacked off, ein abgehacktes Glied, choppy",,
abgehackt,[ˈapɡəhakt],past participle of abhacken,,
abgehen,/ˈʔapɡeːən/,"(intransitive) to come off, come loose, (intransitive)",,
abgehen,/ˈʔapɡeːən/,"(intransitive) to come off, come loose, (intransitive)",,
abgekühlt,[ˈapɡəˌkyːlt],"cooled, chilled, ; abgekühlte Luft, cooled air, slowed",,
abgekühlt,[ˈapɡəˌkyːlt],past participle of abkühlen,,
abgelöst,/ˈʔapɡəlœst/,past participle of ablösen,,
abgelöst,/ˈʔapɡəlœst/,detached,,
Abgeordnetenhaus,/ˈapɡəʔɔʁdnətn̩ˌhaʊ̯s/,house of representatives / deputies (in parliament),,
Abgesandte,/ˈapɡəˌzantə/,emissary (female),,
Abgesandte,/ˈapɡəˌzantə/,"inflection of Abgesandter:, strong nominative/accusative",,
Abgesandter,/ˈapɡəˌzantɐ/,emissary (male or of unspecified sex),,
Abgesandter,/ˈapɡəˌzantɐ/,"inflection of Abgesandte:, strong genitive/dative singular,",,
Abgeschiedenheit,/ˈʔapɡəʃiːdn̩haɪ̯t/,"seclusion, 1930, Paul Joachimsen, Der Humanismus und",,
abgeschlossen,/ˈʔapɡəʃlɔsn̩/,past participle of abschließen,,
abgeschlossen,/ˈʔapɡəʃlɔsn̩/,"separate, enclosed",,
abgeschmackt,/ˈapɡəʃmakt/,"outrageous, tasteless, vulgar, 1808,  Johann Wolfgang",,
abgeschöpft,[ˈapɡəˌʃœp͡ft],past participle of abschöpfen,,
abgeschöpft,[ˈapɡəˌʃœp͡ft],skimmed,,
abgeschrägt,[ˈapɡəʃʁɛːkt],past participle of abschrägen,,
abgeschrägt,[ˈapɡəʃʁɛːkt],"slanted, beveled",,
abgespannt,/ˈʔapɡəʃpant/,exhausted,,
abgesperrt,/ˈʔapɡəʃpɛɐ̯t/,locked,,
abgewinnen,[ˈapɡəˌvɪnən],"to win something from someone, to take pleasure in",,
abgewöhnen,[ˈapɡəˌvøːnən],"(reflexive) to give up, to break (a habit), Sie gewöhnen",,
abgezockt,/ˈapɡəˌt͡sɔkt/,(colloquial) ripped off,,
abgezockt,/ˈapɡəˌt͡sɔkt/,past participle of abzocken,,
Abglanz,/ˈapˌɡlant͡s/,reflection,,
Abgott,/ˈapˌɡɔt/,"a false god; an idol, Synonym: Götze, 1924,  Thomas",abgot,ɐbɡˈɑːt
Abgötterei,/apɡœtəˈʁaɪ̯/,idolatry,,
abgöttisch,/ˈʔapɡœtɪʃ/,"adoring, 1921, Elisabeth von Heyking, Die Trommel,",,
abgrenzen,/ˈapˌɡʁɛntsən/,"to delimit, to demarcate",,
Abgrenzung,/ˈapˌɡʁɛntsʊŋ/,"demarcation, differentiation",,
Abgrund,/ˈapˌɡʁʊnt/,abyss,,
abgründig,/ˈʔapɡʁʏndɪç/,abysmal,,
abgrundtief,/ˈapɡʁʊntˌtiːf/,abysmal,,
abgünstig,/ˈapˌɡʏnstɪç/,jealous,,
Abguss,/ˈapɡʊs/,"mold, cast",,
Abguß,/ˈapɡʊs/,Alternative spelling of Abguss,,
abhandeln,[ˈapˌhandl̩n],"to deal with, cover (a topic), to strike a deal to",,
Abhandlung,/ˈapˌhandlʊŋ/,treatise (systematic discourse on some subject),,
abhängen,/ˈʔaphɛŋən/," (intransitive, with von (on)) to depend (as a necessary",,
abhängen,/ˈʔaphɛŋən/," (transitive) to take down, Antonym: aufhängen, Ich",,
abhängig,/ˈaphɛŋɪç/,"(with von) dependent (on), (with von) addicted (to)",,
Abhängigkeit,/ˈaphɛŋɪçˌkaɪ̯t/,"dependence, dependency, addiction",,
abheben,/ˈʔapˌheːbm̩/,"(intransitive) to lift off, (intransitive, of airplanes)",,
abhelfen,/ˈapˌhɛlfn̩/,"to remedy (+dative), to help down",,
abhocken,/ˈapˌhɔkən/,(gymnastics) to squat and then jump off a piece of,,
abholen,/ˈʔaphoːln̩/,"to collect, pick up or fetch someone or something",,
Abholung,/ˈapˌhoːlʊŋ/,"collection, pickup",,
abholzen,/ˈapˌhɔltsən/,"to cut down the trees, to clear of timber.",,
Abholzung,/ˈapˌhɔltsʊŋ/,"extensive cutting of trees: logging, deforestation,",,
abhören,-øːʀən,"to wiretap a phone call, Das Gespräch wurde abgehört",,
Abi,/ˈabi/,Clipping of Abitur.,,
Abi,/ˈabi/,A diminutive of the male given name Abraham,,
äbich,/ˈɛːbiç/,"(central Germany, of clothes) inside out (with the",ebich,ˈɛbɪt͡ʃ
abirren,/ˈapˌɪʁən/,"to wander off, 1912, Martin Luther, Lutherbibel von",,
Abitur,[ˌabiˈtuːɐ̯],final exam taken by students at the end of secondary,,
abkacken,/ˈʔapˌkakŋ̩/,"to fuck up (to do badly at something), Ich bin voll",,
